Company,Title,Data,Call,Message,Telecom,AfterDataSpeed,DiscountMonth,Price
아이즈모바일,[S]무한300분/15GB+,15GB,300분,300건,SKT,3Mbps속도제한 무제한,7개월,"15,500"
아이즈모바일,[S]무한100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,7개월,"24,500"
아이즈모바일,[S]무한100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,7개월,"24,500"
아이즈모바일,[S]무한100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,7개월,"24,500"
아이즈모바일,아이즈우정(300분/5G),5GB,300분,100건,SKT,,7개월,100
아이즈모바일,LTE 아이즈팡팡 (200분/6G),6GB,200분,100건,SKT,,없음,"3,300"
아이즈모바일,LTE 아이즈팡팡 (200분/6G),6GB,200분,100건,SKT,,없음,"3,300"
아이즈모바일,LTE 아이즈팡팡 (200분/6G),6GB,200분,100건,SKT,,없음,"3,300"
아이즈모바일,아이즈 (10GB/100분),10GB,100분,100건,SKT,,12개월,"8,200"
아이즈모바일,아이즈 (10GB/300분),10GB,300분,300건,SKT,,12개월,"8,900"
아이즈모바일,LTE 아이즈팡팡 (200분/4G),4GB,200분,100건,SKT,,없음,"2,900"
아이즈모바일,아이즈 (10GB/200분),10GB,200분,200건,SKT,,12개월,"8,500"
아이즈모바일,아이즈 (10GB/400분),10GB,400분,400건,SKT,,7개월,"4,900"
아이즈모바일,아이즈 (10GB/400분),10GB,400분,400건,SKT,,7개월,"4,900"
아이즈모바일,아이즈 (10GB/400분),10GB,400분,400건,SKT,,7개월,"4,900"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[S]톨(300분/1GB),1GB,300분,100건,SKT,,없음,"7,500"
아이즈모바일,[L]무한11GB+,11GB											+2GB/일,기본제공,기본제공,LGU+,3Mbps속도제한 무제한,24개월,"27,830"
아이즈모바일,[L]무한7GB+,7GB,기본제공,기본제공,LGU+,1Mbps속도제한 무제한,24개월,"12,900"
아이즈모바일,[L]무한100분/15GB+,15GB,100분,100건,LGU+,3Mbps속도제한 무제한,24개월,"21,800"
아이즈모바일,[L]무한300분/15GB+,15GB,300분,300건,LGU+,3Mbps속도제한 무제한,24개월,"23,920"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[L]매일5GB+,+5GB/일,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,24개월,"36,500"
아이즈모바일,[S]무한10GB+,10GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,7개월,"8,500"
아이즈모바일,[K]무한10GB+1Mbps,10GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,없음,"28,600"
아이즈모바일,[K]무한15GB+1Mbps,15GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,없음,"33,000"
아이즈모바일,[K]무한15GB+1Mbps,15GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,없음,"33,000"
아이즈모바일,[K]무한7GB+ 메가박스,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,12개월,"23,100"
아이즈모바일,[K]무한11GB+ 메가박스,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,12개월,"37,400"
아이즈모바일,[K]무한11GB+ 메가박스,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,12개월,"37,400"
아이즈모바일,[K]무한11GB+ 메가박스,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,12개월,"37,400"
아이즈모바일,[K]무한11GB+ 메가박스,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,12개월,"37,400"
아이즈모바일,[S]음성자유/3GB,3GB,기본제공,100건,SKT,,없음,"6,100"
아이즈모바일,[S]음성자유/5GB,5GB,기본제공,100건,SKT,,없음,"7,600"
아이즈모바일,[S]글로벌로밍7GB+,7GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,없음,"29,700"
아이즈모바일,[S]글로벌로밍100분/15GB+,15GB,100분,100건,SKT,3Mbps속도제한 무제한,없음,"38,500"
아이즈모바일,[S]글로벌로밍11GB+,11GB											+2GB/일,기본제공,기본제공,SKT,3Mbps속도제한 무제한,없음,"48,400"
아이즈모바일,[S]글로벌로밍100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,없음,"57,200"
아이즈모바일,[S]글로벌로밍100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,없음,"57,200"
아이즈모바일,[S]글로벌로밍100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,없음,"57,200"
아이즈모바일,[S]글로벌로밍100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,없음,"57,200"
아이즈모바일,[K]롯데시네마7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,6개월,"6,600"
아이즈모바일,[K]롯데시네마11GB+,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,6개월,"13,200"
아이즈모바일,[K]롯데시네마100분/15GB+,15GB,100분,100건,KT,3Mbps속도제한 무제한,6개월,"12,100"
아이즈모바일,[K]롯데시네마100GB+,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,6개월,"19,800"
아이즈모바일,아이즈 6GB+,6GB,기본제공,기본제공,LGU+,1Mbps속도제한 무제한,없음,"16,800"
아이즈모바일,아이즈 6GB+,6GB,기본제공,기본제공,LGU+,1Mbps속도제한 무제한,없음,"16,800"
아이즈모바일,아이즈 6GB+,6GB,기본제공,기본제공,LGU+,1Mbps속도제한 무제한,없음,"16,800"
아이즈모바일,아이즈 6GB+,6GB,기본제공,기본제공,LGU+,1Mbps속도제한 무제한,없음,"16,800"
아이즈모바일,[S]아이즈특판7GB+1Mbps,7GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,없음,"18,900"
아이즈모바일,[S]아이즈특판10GB+1Mbps,10GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,24개월,"14,900"
아이즈모바일,[S]아이즈특판100분/15GB+,15GB,100분,100건,SKT,3Mbps속도제한 무제한,24개월,"18,900"
아이즈모바일,[S]아이즈특판300분/15GB+,15GB,300분,300건,SKT,3Mbps속도제한 무제한,24개월,"22,900"
아이즈모바일,[S]아이즈특판11GB+일2GB,11GB											+2GB/일,기본제공,기본제공,SKT,3Mbps속도제한 무제한,24개월,"27,900"
아이즈모바일,[S]아이즈특판100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,24개월,"34,900"
아이즈모바일,[L]무한10GB+1Mbps,10GB,기본제공,기본제공,LGU+,1Mbps속도제한 무제한,24개월,"14,300"
아이즈모바일,[L]무한15GB+1Mbps,15GB,기본제공,기본제공,LGU+,1Mbps속도제한 무제한,24개월,"16,500"
아이즈모바일,WAVE PTX 무전기_번들,500MB,0분,0건,LGU+,,없음,"13,475"
아이즈모바일,WAVE PTX 무전기_번들,500MB,0분,0건,LGU+,,없음,"13,475"
아이즈모바일,[K]아이즈특판10GB+,10GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,없음,"22,000"
아이즈모바일,[K]아이즈특판10GB+,10GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,없음,"22,000"
아이즈모바일,[K]아이즈특판10GB+,10GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,없음,"22,000"
아이즈모바일,[K]아이즈특판10GB+,10GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,없음,"22,000"
아이즈모바일,[K]아이즈특판10GB+,10GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,없음,"22,000"
아이즈모바일,[K]무한7GB+ Npay,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]무한100GB+ Npay,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,7개월,"24,530"
아이즈모바일,[K]글로벌로밍7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]글로벌로밍100분/15GB+,15GB,100분,100건,KT,3Mbps속도제한 무제한,7개월,"13,530"
아이즈모바일,[K]글로벌로밍11GB+,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,7개월,"19,580"
아이즈모바일,[K]글로벌로밍100GB+,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,7개월,"24,530"
아이즈모바일,[K]글로벌로밍100GB+,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,7개월,"24,530"
아이즈모바일,[K]무한10GB+ 밀리의서재,10GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,18개월,"17,160"
아이즈모바일,[K]무한15GB+ 밀리의서재,15GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,18개월,"19,140"
아이즈모바일,[S]울트라(100분/15GB),15GB,100분,100건,SKT,,12개월,"13,000"
아이즈모바일,[S]울트라(300분/15GB),15GB,300분,100건,SKT,,12개월,"17,000"
아이즈모바일,[S]울트라(200분/20GB),20GB,200분,100건,SKT,,12개월,"19,000"
아이즈모바일,아이즈 100분/2GB,2GB,100분,50건,SKT,,없음,"7,700"
아이즈모바일,[S]울트라(300분/20GB),20GB,300분,100건,SKT,,없음,"30,800"
아이즈모바일,[S]울트라(300분/20GB),20GB,300분,100건,SKT,,없음,"30,800"
아이즈모바일,[S]울트라(200분/15GB),15GB,200분,100건,SKT,,없음,"24,200"
아이즈모바일,[S]글로벌로밍(300분/3GB),3GB,300분,100건,SKT,,없음,"16,500"
아이즈모바일,[S]글로벌로밍(500분/5GB),5GB,500분,100건,SKT,,없음,"18,700"
아이즈모바일,[S]글로벌로밍7GB+,7GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,없음,"29,700"
아이즈모바일,[S]글로벌로밍100분/15GB+,15GB,100분,100건,SKT,3Mbps속도제한 무제한,없음,"38,500"
아이즈모바일,[S]글로벌로밍11GB+,11GB											+2GB/일,기본제공,기본제공,SKT,3Mbps속도제한 무제한,없음,"48,400"
아이즈모바일,[S]글로벌로밍100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,없음,"57,200"
아이즈모바일,LTE 아이즈우정(100분/3G),3GB,100분,100건,SKT,,12개월,"1,500"
아이즈모바일,[S]그란데(100분/6GB),6GB,100분,100건,SKT,,없음,"2,300"
아이즈모바일,[S]울트라(100분/15GB),15GB,100분,100건,SKT,,12개월,"13,000"
아이즈모바일,[S]벤티(200분/9GB),9GB,200분,100건,SKT,,7개월,"6,600"
아이즈모바일,[K]글로벌로밍7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]글로벌로밍100분/15GB+,15GB,100분,100건,KT,3Mbps속도제한 무제한,7개월,"13,530"
아이즈모바일,[K]글로벌로밍11GB+,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,7개월,"19,580"
아이즈모바일,[K]무한11GB+ Wavve,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,7개월,"19,580"
아이즈모바일,[K]무한100GB+ Wavve,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,7개월,"24,530"
아이즈모바일,[K]롯시&밀리 7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]롯시&밀리 10GB+,10GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,580"
아이즈모바일,[K]롯시&밀리 15GB+,15GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"9,570"
아이즈모바일,[K]롯시&밀리 100분/15GB+,15GB,100분,100건,KT,3Mbps속도제한 무제한,7개월,"13,530"
아이즈모바일,[K]롯시&밀리 11GB+일2GB,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,7개월,"19,580"
아이즈모바일,[K]롯시&밀리 100GB+,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,7개월,"24,530"
아이즈모바일,[K]롯시&밀리 11GB+일2GB,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,7개월,"19,580"
아이즈모바일,[K]롯시&밀리 100GB+,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,7개월,"24,530"
아이즈모바일,[S]신한카드7GB+,7GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,12개월,"13,200"
아이즈모바일,[S]신한카드10GB+,10GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,12개월,"15,400"
아이즈모바일,[S]신한카드100분/15GB+,15GB,100분,100건,SKT,3Mbps속도제한 무제한,12개월,"18,700"
아이즈모바일,[S]신한카드300분/15GB+,15GB,300분,300건,SKT,3Mbps속도제한 무제한,12개월,"22,000"
아이즈모바일,[S]신한카드11GB+,11GB											+2GB/일,기본제공,기본제공,SKT,3Mbps속도제한 무제한,12개월,"26,400"
아이즈모바일,[S]신한카드11GB+,11GB											+2GB/일,기본제공,기본제공,SKT,3Mbps속도제한 무제한,12개월,"26,400"
아이즈모바일,[S]신한카드100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,12개월,"34,400"
아이즈모바일,[K]롯시&밀리 100분/15GB+,15GB,100분,100건,KT,3Mbps속도제한 무제한,7개월,"13,530"
아이즈모바일,[K]롯시&밀리 15GB+,15GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"9,570"
아이즈모바일,[K]롯시&밀리 10GB+,10GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,580"
아이즈모바일,[K]롯시&밀리 7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]롯시&밀리 7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]롯시&밀리 7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]롯시&밀리 7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]롯시&밀리 7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]롯시&밀리 7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[K]롯시&밀리 7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"8,030"
아이즈모바일,[S]무한10GB+,10GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,7개월,"8,500"
아이즈모바일,LTE 아이즈팡팡 (300분/1.5G),1.5GB,300분,100건,SKT,,없음,"2,500"
아이즈모바일,세이브머니유심(태블릿/스마트기기 20GB),20GB,0분,0건,LGU+,,없음,"12,100"
아이즈모바일,[S]벤티(300분/9GB),9GB,300분,100건,SKT,,12개월,"7,700"
아이즈모바일,[S]그란데(500분/6GB),6GB,500분,100건,SKT,,없음,"18,300"
아이즈모바일,[L]그란데(300분/4GB),4GB,300분,100건,LGU+,,36개월,"3,100"
아이즈모바일,[S]아이즈특판7GB+1Mbps,7GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,없음,"18,900"
아이즈모바일,[S]아이즈특판10GB+1Mbps,10GB,기본제공,기본제공,SKT,1Mbps속도제한 무제한,24개월,"14,900"
아이즈모바일,[S]아이즈특판100분/15GB+,15GB,100분,100건,SKT,3Mbps속도제한 무제한,24개월,"18,900"
아이즈모바일,[S]아이즈특판300분/15GB+,15GB,300분,300건,SKT,3Mbps속도제한 무제한,24개월,"22,900"
아이즈모바일,[S]아이즈특판11GB+일2GB,11GB											+2GB/일,기본제공,기본제공,SKT,3Mbps속도제한 무제한,24개월,"27,900"
아이즈모바일,[S]아이즈특판100GB+,100GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,24개월,"34,900"
아이즈모바일,[L]무한10GB+1Mbps,10GB,기본제공,기본제공,LGU+,1Mbps속도제한 무제한,24개월,"14,300"
아이즈모바일,[L]무한15GB+1Mbps,15GB,기본제공,기본제공,LGU+,1Mbps속도제한 무제한,24개월,"16,500"
아이즈모바일,데이터 전용 10GB,10GB,0분,0건,KT,,없음,"11,700"
아이즈모바일,데이터 전용 10GB,10GB,0분,0건,KT,,없음,"11,700"
아이즈모바일,[K]롯데시네마7GB+,7GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,6개월,"6,600"
아이즈모바일,[K]롯데시네마100분/15GB+,15GB,100분,100건,KT,3Mbps속도제한 무제한,6개월,"12,100"
아이즈모바일,[K]롯데시네마11GB+,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,6개월,"13,200"
아이즈모바일,[K]롯데시네마100GB+,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,6개월,"19,800"
아이즈모바일,[K]CU&롯시 15GB+,15GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"9,570"
아이즈모바일,[K]CU&롯시 100분/15GB+,15GB,100분,100건,KT,3Mbps속도제한 무제한,7개월,"13,530"
아이즈모바일,[K]CU&롯시 300분/15GB+,15GB,300분,300건,KT,3Mbps속도제한 무제한,7개월,"15,510"
아이즈모바일,[K]CU&롯시 11GB+일2GB,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,7개월,"19,580"
아이즈모바일,[K]CU&롯시 100GB+,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,7개월,"24,530"
아이즈모바일,데이터 전용 20GB,20GB,0분,0건,KT,,없음,"15,600"
아이즈모바일,데이터 전용 20GB,20GB,0분,0건,KT,,없음,"15,600"
아이즈모바일,[S]음성자유/7GB,7GB,기본제공,100건,SKT,,없음,"25,300"
아이즈모바일,[K]CU&롯시 100GB+,100GB,기본제공,기본제공,KT,5Mbps속도제한 무제한,7개월,"24,530"
아이즈모바일,[K]CU&롯시 11GB+일2GB,11GB											+2GB/일,기본제공,기본제공,KT,3Mbps속도제한 무제한,7개월,"19,580"
아이즈모바일,[K]CU&롯시 300분/15GB+,15GB,300분,300건,KT,3Mbps속도제한 무제한,7개월,"15,510"
아이즈모바일,[K]CU&롯시 100분/15GB+,15GB,100분,100건,KT,3Mbps속도제한 무제한,7개월,"13,530"
아이즈모바일,[K]CU&롯시 15GB+,15GB,기본제공,기본제공,KT,1Mbps속도제한 무제한,7개월,"9,570"
아이즈모바일,[S]벤티(300분/7GB),7GB,300분,100건,SKT,,없음,"3,990"
아이즈모바일,[S]5G 데이터11GB+,11GB,기본제공,기본제공,SKT,400Kbps속도제한 무제한,없음,"40,700"
아이즈모바일,[S]5G 데이터110GB+,110GB,기본제공,기본제공,SKT,5Mbps속도제한 무제한,없음,"58,100"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
아이즈모바일,[L]5G 데이터125GB+5Mbps,125GB,기본제공,기본제공,LGU+,5Mbps속도제한 무제한,없음,"59,400"
